municipality,latitude,longitude,surface_total_in_m2,surface_covered_in_m2,rooms,price_aprox_usd
Villa Crespo,-34.5944575,-58.4432275,39.0,36.0,2.0,92000.0
Monserrat,-34.617005,-58.387558,48.0,48.0,2.0,78900.0
Barracas,-34.6343737,-58.3712215,56.0,53.0,3.0,175000.0
Belgrano,-34.5679696,-58.4487838,90.0,82.0,4.0,209000.0
Caballito,-34.6143196,-58.4259632,222.0,202.0,5.0,370000.0
Barrio Norte,-34.5921667,-58.3874097,117.0,107.0,4.0,380000.0
Barracas,-34.6321116,-58.3703982,48.0,42.0,1.0,79581.17
Caballito,-34.6295084,-58.4347383,63.0,59.0,,182000.0
Centro / Microcentro,-34.6177506,-58.3829977,50.0,50.0,,108000.0
Caballito,-34.61121,-58.430751,100.0,100.0,3.0,185000.0
Palermo,-34.5854115,-58.4434737,64.0,60.0,,183500.0
Palermo,-34.5790338,-58.438252,50.0,44.0,2.0,150000.0
Belgrano,-34.5735299,-58.4409786,100.0,90.0,4.0,237000.0
Belgrano,-34.5632097749,-58.4690852765,64.0,58.0,3.0,129000.0
Recoleta,-34.590165,-58.400558,38.0,38.0,1.0,125000.0
Barracas,-34.62969,-58.370891,67.0,67.0,3.0,99000.0
Caballito,-34.6062505,-58.4415822,72.0,66.0,,130000.0
Recoleta,-34.5934993495,-58.3976831057,52.0,50.0,2.0,175000.0
Villa Crespo,-34.595587744,-58.4410885784,76.0,66.0,4.0,159500.0
Villa Crespo,-34.5940365,-58.4438046,65.0,55.0,3.0,139500.0
Almagro,-34.6023874,-58.429063,102.0,97.0,4.0,260000.0
Parque Patricios,-34.6292137602,-58.3998250693,48.0,43.0,,82000.0
Saavedra,-34.5576080248,-58.4805825768,57.0,51.0,1.0,132000.0
Caballito,-34.6099028,-58.431512,97.0,90.0,4.0,198000.0
Caballito,-34.6197904055,-58.4343878888,74.0,74.0,,249000.0
Villa Crespo,-34.6037137392,-58.3815808896,72.0,62.0,3.0,149000.0
Flores,-34.6230978,-58.466323,52.0,48.0,2.0,135000.0
Belgrano,,,65.0,65.0,3.0,150000.0
Villa Urquiza,-34.5720808,-58.4825026,79.0,72.0,3.0,194100.0
Almagro,-34.6049101,-58.4154542,40.0,36.0,2.0,70000.0
Congreso,-34.6105130552,-58.3943872138,59.0,59.0,2.0,98000.0
Flores,-34.6308205,-58.4695944,48.0,45.0,2.0,79900.0
Barracas,-34.6323606,-58.3732828,78.0,70.0,2.0,120000.0
Belgrano,-34.5568628999,-58.4628283823,126.0,111.0,4.0,250000.0
Villa Urquiza,-34.572641,-58.474684,78.0,70.0,3.0,203000.0
Barrio Norte,-34.588921,-58.3994891,154.0,136.0,4.0,375000.0
Boedo,-34.627564,-58.4109898,44.0,44.0,,85000.0
Abasto,-34.5982958,-58.4173784,69.0,60.0,,207700.0
Balvanera,-34.6240354,-58.4042052,54.0,50.0,2.0,125000.0
Boedo,-34.626917,-58.425295,58.0,50.0,2.0,130730.17
Palermo,-34.5664843,-58.4390469,113.0,102.0,3.0,370000.0
Parque Centenario,-34.60808733,-58.43089266,50.0,46.0,2.0,105500.0
Belgrano,-34.5686083,-58.4677387,78.0,78.0,3.0,153000.0
Palermo,-34.5861553,-58.4300609,43.0,39.0,1.0,155000.0
San Cristobal,-34.6244262,-58.3973636,39.0,35.0,,84500.0
San Telmo,-34.6212284,-58.3683401,117.0,100.0,4.0,300000.0
Barrio Norte,-34.5846738536,-58.4002593786,94.0,83.0,,235000.0
Belgrano,-34.5673888,-58.4480445,105.0,86.0,4.0,275000.0
Saavedra,-34.5574843235,-58.4806254921,179.0,117.0,4.0,355000.0
Caballito,-34.6039694,-58.4383643,97.0,97.0,4.0,225000.0
Paternal,,,95.0,83.0,3.0,156000.0
Almagro,-34.6183879468,-58.4256533906,73.0,71.0,4.0,118000.0
Villa Crespo,-34.5976128,-58.4440083,38.0,38.0,2.0,74500.0
Caballito,-34.6282476,-58.4510414,131.0,112.0,4.0,395000.0
Almagro,-34.6087082126,-58.4256268241,75.0,70.0,,180000.0
Nuñez,-34.5402985,-58.4692078,79.0,60.0,3.0,165000.0
San Telmo,-34.6233348,-58.3748384,42.0,38.0,1.0,93468.0
Balvanera,-34.607282,-58.40135,37.0,34.0,2.0,75000.0
Belgrano,-34.5718525,-58.4471998,50.0,46.0,2.0,170000.0
Villa Urquiza,-34.58478,-58.477444,38.0,34.0,1.0,95000.0
Recoleta,-34.5994382,-58.3944465,110.0,110.0,4.0,275000.0
Flores,-34.6256447,-58.4611155,41.0,37.0,,83160.0
Boca,-34.63289,-58.361928,148.0,75.0,4.0,165000.0
Congreso,-34.607506689,-58.3906826202,120.0,125.0,4.0,165000.0
Palermo,-34.5895313,-58.4095194,98.0,98.0,3.0,280000.0
Balvanera,-34.6072023,-58.4035194,74.0,74.0,4.0,99000.0
Almagro,-34.6068242058,-58.416649276,39.0,35.0,2.0,80000.0
Villa Crespo,-34.6002337,-58.4527474,70.0,60.0,3.0,125000.0
Villa Urquiza,-34.5718762094,-58.4877971841,92.0,87.0,,180000.0
Palermo,-34.6208059,-58.3738753,231.0,166.0,5.0,350000.0
Balvanera,-34.6157105,-58.3916741,47.0,43.0,,90000.0
Flores,-34.6321335,-58.4690249,68.0,60.0,3.0,135000.0
Boca,,,79.0,79.0,3.0,145000.0
Palermo,-34.577194,-58.430179,115.0,110.0,4.0,239000.0
Almagro,-34.6202466,-58.4165902,43.0,40.0,1.0,89500.0
Recoleta,-34.5957352,-58.3986088,107.0,107.0,3.0,260000.0
Once,-34.6108194634,-58.4164492749,68.0,62.0,3.0,160000.0
Colegiales,-34.5817888,-58.449509,49.0,43.0,2.0,123000.0
Tribunales,-34.6016125,-58.3874235,55.0,55.0,3.0,104000.0
Villa Crespo,-34.610198,-58.441065,85.0,77.0,4.0,155000.0
Retiro,-34.596756,-58.381452,77.0,77.0,3.0,158000.0
Nuñez,-34.5502415,-58.4676781,35.0,35.0,1.0,98000.0
Villa Lugano,,,55.0,55.0,3.0,58000.0
Nuñez,-34.5562825,-58.4790126,53.0,48.0,2.0,107000.0
Flores,-34.6308299,-58.459903,50.0,48.0,,85000.0
Congreso,-34.6103745,-58.399023,60.0,60.0,3.0,112000.0
Belgrano,-34.5596996,-58.4468228,37.0,37.0,2.0,120000.0
Nuñez,-34.5541654,-58.4655168,50.0,46.0,2.0,140000.0
Abasto,-34.6037137392,-58.3815808896,40.0,38.0,1.0,85500.0
Balvanera,-34.6067314268,-58.4006620127,80.0,80.0,4.0,115000.0
San Cristobal,-34.621434,-58.390198,48.0,48.0,2.0,75000.0
Congreso,,,204.0,144.0,5.0,250000.0
Barrio Norte,-34.600269,-58.4090862,54.0,41.0,3.0,130000.0
Balvanera,-34.6118423,-58.4116076,80.0,74.0,,148000.0
Almagro,-34.6135876,-58.4107896,90.0,90.0,5.0,129000.0
Once,-34.6113848,-58.4073279,41.0,37.0,,78000.0
San Telmo,-34.624235218,-58.3696383829,77.0,47.0,1.0,130000.0
Caballito,-34.603207,-58.434161,65.0,65.0,3.0,135000.0
Villa Pueyrredón,-34.5848438,-58.5041771,57.0,50.0,2.0,115000.0
Nuñez,-34.5495516,-58.4541462,43.0,39.0,1.0,125000.0
Caballito,-34.6213780165,-58.4469826183,77.0,65.0,,132000.0
Villa Urquiza,-34.5655338,-58.4788297,45.0,45.0,2.0,77000.0
Congreso,-34.6095064089,-58.3956532164,84.0,84.0,3.0,159000.0
Boca,-34.634575,-58.361191,188.0,126.0,4.0,250000.0
Saavedra,-34.5574837,-58.4806697,75.0,50.0,2.0,162000.0
Boca,-34.628888,-58.365579,40.0,39.0,2.0,75000.0
Boca,-34.6278223,-58.3605432,72.0,72.0,4.0,120000.0
Once,-34.6029395377,-58.3983918577,50.0,50.0,,115000.0
Villa Luro,-34.6372552,-58.501144,40.0,40.0,2.0,85000.0
Palermo,-34.5978249,-58.4164389,50.0,45.0,1.0,128000.0
Almagro,-34.6045526,-58.4168577,70.0,67.0,3.0,138000.0
Balvanera,-34.6114442,-58.4078192,40.0,39.0,2.0,65000.0
Almagro,-34.6072012,-58.4191852,72.0,58.0,2.0,165000.0
Colegiales,-34.573743,-58.440605,51.0,43.0,2.0,158000.0
Boca,-34.636172,-58.361978,78.0,70.0,4.0,112000.0
Villa Urquiza,-34.5711377804,-58.480766781,65.0,50.0,,145000.0
Boca,-34.635621,-58.35884,50.0,50.0,2.0,65000.0
Nuñez,-34.5474472,-58.4588252,68.0,68.0,3.0,205000.0
Villa Crespo,-34.5958168,-58.4474666,34.0,34.0,,74000.0
Palermo,-34.5867085,-58.4190988,108.0,79.0,4.0,380000.0
Villa Urquiza,-34.5712553,-58.4810658,60.0,48.0,2.0,156000.0
Belgrano,-34.5520265,-58.453537,66.0,61.0,,147000.0
Belgrano,-34.5629049,-58.4697507,69.0,58.0,3.0,179000.0
Caballito,-34.6132205,-58.4412194,80.0,75.0,3.0,235705.0
Palermo,-34.5878027,-58.4225687,54.0,37.0,,115000.0
Barrio Norte,,,142.0,128.0,4.0,265000.0
Villa Crespo,-34.5938512,-58.434005,53.0,50.0,3.0,135000.0
Balvanera,-34.605957,-58.396555,67.0,45.0,2.0,108000.0
Nuñez,-34.5432969,-58.46141,50.0,46.0,2.0,158000.0
Villa del Parque,-34.6028068148,-58.4887469933,43.0,43.0,,85000.0
Flores,-34.6354828,-58.4524269,67.0,67.0,,120000.0
Villa Crespo,-34.595231,-58.433864,46.0,42.0,2.0,82000.0
Villa General Mitre,-34.6134704,-58.4799462,59.0,55.0,3.0,112000.0
San Telmo,-34.6244303,-58.3741828,54.0,49.0,2.0,116996.0
Nuñez,-34.552745,-58.462983,42.0,35.0,1.0,112000.0
Nuñez,-34.5565631,-58.4683603,63.0,63.0,3.0,145000.0
Villa Urquiza,-34.5804863,-58.4708779,75.0,45.0,,135000.0
Belgrano,-34.5663244,-58.4413789,141.0,120.0,4.0,345000.0
San Cristobal,-34.6223398871,-58.4085322312,69.0,66.0,3.0,169000.0
Belgrano,-34.5569188,-58.4652614,76.0,67.0,3.0,160000.0
Nuñez,-34.5514317,-58.4646535,59.0,53.0,3.0,135000.0
Villa Crespo,-34.6039992,-58.4557837,44.0,41.0,1.0,95000.0
Almagro,-34.6116565,-58.4196847,63.0,40.0,,99000.0
Belgrano,-34.6037137392,-58.3815808896,38.0,35.0,1.0,98000.0
Barrio Norte,-34.5895602106,-58.3947492433,86.0,80.0,3.0,330000.0
Once,-34.6112267,-58.4052553,123.0,120.0,5.0,165000.0
Caballito,-34.6167403,-58.4430273,85.0,67.0,3.0,164959.0
Barrio Norte,-34.5986787,-58.3963347,93.0,93.0,4.0,190000.0
Almagro,-34.5992793,-58.4196508,66.0,66.0,4.0,135000.0
Boedo,-34.6318660806,-58.4259152412,72.0,62.0,,121500.0
Flores,-34.6341464064,-58.480147299,92.0,89.0,4.0,139900.0
San Cristobal,-34.6188983,-58.4064858,56.0,48.0,,105000.0
Palermo,-34.5647343,-58.4359178,56.0,51.0,2.0,200000.0
Belgrano,-34.5718862,-58.4601633,156.0,130.0,5.0,358000.0
Almagro,-34.6127414,-58.4205789,34.0,34.0,2.0,65000.0
Villa Devoto,-34.5994381313,-58.4851559433,62.0,53.0,,125000.0
Tribunales,-34.602013,-58.384845,110.0,106.0,6.0,190000.0
San Telmo,-34.617171,-58.369716,52.0,52.0,3.0,103000.0
Caballito,-34.6148483,-58.4604643,59.0,35.0,1.0,99360.0
Flores,-34.629523,-58.4650154,108.0,100.0,4.0,145000.0
San Nicolás,-34.6045547,-58.3802473,40.0,37.0,,82000.0
Recoleta,-34.591193355,-58.3936256476,46.0,43.0,,215000.0
Parque Centenario,-34.6057129,-58.4308693,50.0,50.0,1.0,105000.0
Belgrano,-34.5688102,-58.4576087,39.0,34.0,1.0,90000.0
Recoleta,-34.5920907,-58.4055977,79.0,76.0,,189000.0
Centro / Microcentro,-34.6055677,-58.3918814,222.0,222.0,6.0,375000.0
Once,-34.607684,-58.399239,67.0,65.0,3.0,115000.0
Nuñez,-34.5607738,-58.4606282,73.0,65.0,3.0,330000.0
Villa Urquiza,-34.5818298,-58.4720836,82.0,78.0,3.0,135000.0
Congreso,-34.6204532,-58.4029587,43.0,39.0,,106020.54
Barracas,-34.6321116,-58.3703982,48.0,42.0,1.0,88986.22
Monte Castro,-34.6152197,-58.4983578,39.0,36.0,,67000.0
Palermo,-34.5784942,-58.4345008,60.0,56.0,2.0,150000.0
Centro / Microcentro,-34.607924,-58.374815,70.0,70.0,3.0,139000.0
San Telmo,-34.6244303,-58.3741828,54.0,49.0,2.0,118974.0
Barrio Norte,-34.6048035431,-58.3779693438,116.0,100.0,2.0,290000.0
Coghlan,-34.5623519501,-58.4687782122,60.0,60.0,3.0,129000.0
Parque Avellaneda,-34.647382,-58.4772734,48.0,42.0,,89000.0
Villa Urquiza,-34.5688712,-58.4884216,48.0,41.0,2.0,98577.0
San Nicolás,-34.6073418,-58.3907693,75.0,75.0,3.0,133000.0
Villa Devoto,-34.5993371549,-58.485000192,47.0,42.0,,99000.0
Villa Pueyrredón,-34.5942724,-58.4949974,52.0,48.0,,110000.0
Palermo,-34.5767589,-58.434244,113.0,113.0,4.0,230000.0
Villa Crespo,-34.5997314,-58.4427098,45.0,42.0,2.0,102500.0
Centro / Microcentro,-34.597144,-58.379851,43.0,40.0,2.0,118000.0
Barracas,-34.632079,-58.3703766,54.0,48.0,2.0,142067.0
Colegiales,-34.5812589,-58.4563141,66.0,60.0,3.0,125000.0
Floresta,-34.6404629,-58.5290105,57.0,53.0,3.0,130000.0
Monserrat,-34.6177615,-58.383662,41.0,34.0,,79416.75
Recoleta,-34.5895459,-58.3973636,78.0,78.0,3.0,189000.0
Colegiales,-34.5814957,-58.4484175,43.0,40.0,1.0,145000.0
Villa Crespo,-34.606305,-58.431656,49.0,43.0,2.0,125000.0
Villa Urquiza,-34.5731507,-58.482362,65.0,55.0,3.0,166394.0
Centro / Microcentro,-34.5992343801,-58.3860588202,74.0,74.0,3.0,170000.0
Belgrano,-34.5617098,-58.4434293,60.0,50.0,,215000.0
Villa Urquiza,-34.5764801,-58.4944286,79.0,73.0,,198000.0
Caballito,-34.6208009427,-58.4365968034,76.0,68.0,3.0,170000.0
Retiro,-34.5985571,-58.3840818,53.0,53.0,,100000.0
Boca,-34.631599,-58.362898,62.0,62.0,3.0,72000.0
Saavedra,-34.5517599934,-58.491019798,60.0,42.0,2.0,117600.0
Palermo,-34.59770557,-58.4166613563,53.0,50.0,1.0,126000.0
Villa Urquiza,-34.5577461,-58.4830254,64.0,60.0,3.0,150000.0
Boca,-34.625357,-58.3666195,66.0,61.0,4.0,93500.0
Palermo,-34.5776851,-58.4243307,114.0,100.0,2.0,252000.0
Flores,-34.6496586,-58.4606052,38.0,34.0,,85500.0
Saavedra,-34.5538467,-58.4920942,81.0,69.0,3.0,176282.37
Villa Crespo,-34.5971308,-58.4417361,38.0,34.0,1.0,97000.0
Congreso,-34.6037232,-58.3815931,148.0,140.0,,240000.0
Palermo,-34.5773229,-58.4240065,68.0,64.0,3.0,180000.0
Parque Centenario,-34.60746,-58.43891555,44.0,34.0,1.0,87000.0
Almagro,-34.6182578,-58.4279297,37.0,37.0,2.0,89000.0
Villa Urquiza,-34.5719003943,-58.4744939153,132.0,85.0,3.0,259000.0
Barracas,-34.6321116,-58.3703982,52.0,47.0,2.0,145745.36
Recoleta,-34.5959115,-58.3920496,100.0,93.0,2.0,232000.0
Nuñez,-34.5546255,-58.4559584,65.0,57.0,,180000.0
Caballito,-34.6063416,-58.4464868,47.0,44.0,1.0,99875.0
Belgrano,,,80.0,40.0,2.0,134000.0
Belgrano,-34.5632252422,-58.4491468686,64.0,64.0,4.0,178000.0
Belgrano,-34.5597165,-58.4557555,180.0,163.0,4.0,398000.0
Villa Urquiza,-34.5693357,-58.485331,46.0,40.0,,110000.0
Caballito,-34.6295135,-58.4477047,138.0,115.0,4.0,350000.0
Caballito,-34.6275935,-58.4396836,66.0,63.0,3.0,165000.0
Palermo,-34.5961219,-58.4255006,75.0,64.0,3.0,148000.0
Belgrano,-34.569682,-58.4557581,78.0,76.0,3.0,230000.0
Villa Crespo,-34.6003888,-58.4307536,42.0,42.0,2.0,88000.0
Villa Lugano,-34.6946641,-58.4676446,120.0,73.0,3.0,100000.0
Villa Santa Rita,-34.6154117,-58.4754707,72.0,69.0,4.0,144000.0
Abasto,-34.60315215,-58.4092647,55.0,35.0,1.0,78500.0
Recoleta,-34.590836,-58.389015,42.0,36.0,1.0,173350.0
Villa Crespo,-34.600917,-58.442108,143.0,47.0,2.0,165000.0
San Telmo,-34.6206226,-58.3684327,48.0,44.0,2.0,122000.0
Balvanera,-34.6116145,-58.4056064,80.0,80.0,3.0,149000.0
Floresta,,,63.0,58.0,,145000.0
Monserrat,-34.6177615,-58.383662,42.0,34.0,,76000.0
Villa Crespo,-34.6027644,-58.4360764,39.0,35.0,1.0,83000.0
Paternal,-34.6077796,-58.4687339,77.0,43.0,2.0,112400.0
Almagro,-34.60662,-58.4304928,77.0,68.0,3.0,200000.0
Almagro,-34.6008099,-58.4109401,60.0,46.0,,106630.0
Villa Crespo,-34.5991285,-58.4449945,52.0,46.0,2.0,125000.0
Villa Crespo,-34.5940489212,-58.4437891643,65.0,55.0,3.0,139500.0
Villa Urquiza,-34.5714065,-58.481306,66.0,61.0,3.0,190000.0
Palermo,-34.5763528162,-58.4415270386,64.0,60.0,3.0,130000.0
Almagro,-34.5971598,-58.425678,55.0,55.0,3.0,120000.0
Almagro,-34.6006145,-58.4176768,36.0,36.0,2.0,61000.0
San Cristobal,-34.6212158,-58.4035735,66.0,43.0,,109489.0
Villa Luro,-34.637375,-58.4989178,49.0,46.0,2.0,110000.0
Retiro,-34.6012812,-58.379607,76.0,76.0,2.0,159000.0
Flores,-34.6274952,-58.4392333,53.0,48.0,2.0,129500.0
Villa Crespo,-34.5977228,-58.4304234,47.0,45.0,2.0,105042.68
Mataderos,-34.6582101,-58.5109039,49.0,42.0,2.0,90500.0
Barracas,-34.6429726,-58.3737295,52.0,47.0,2.0,114000.0
Villa Urquiza,,,41.0,37.0,1.0,101185.0
Flores,-34.6239548,-58.449926,124.0,114.0,5.0,245000.0
Boedo,-34.63099,-58.4201892,36.0,35.0,,66600.0
Parque Avellaneda,-34.644323,-58.493925,52.0,52.0,,98000.0
Palermo,-34.5859299,-58.4404055,44.0,34.0,1.0,106000.0
Retiro,-34.5962592253,-58.3741856989,70.0,49.0,2.0,180000.0
Villa Urquiza,-34.5742364,-58.4882788,40.0,36.0,2.0,92000.0
Barrio Norte,-34.6036844,-58.3815591,94.0,94.0,5.0,259000.0
Palermo,-34.586921,-58.4187803,13.0,73.0,,265000.0
Villa Crespo,-34.601017,-58.4313746,69.0,66.0,3.0,138000.0
Belgrano,-34.5596631,-58.4623963,80.0,72.0,3.0,250000.0
Puerto Madero,-34.6153103,-58.3619834,70.0,62.0,2.0,231495.0
Caballito,-34.6277787,-58.4324062,42.0,38.0,1.0,105625.0
Saavedra,-34.5546524,-58.4936437,43.0,36.0,1.0,89412.0
Flores,-34.626394,-58.4594467,39.0,35.0,1.0,80107.33
Belgrano,-34.5543389,-58.4603122,72.0,72.0,2.0,178000.0
Palermo,,,160.0,145.0,4.0,320000.0
Saavedra,-34.5538467,-58.4920942,43.0,36.0,1.0,96471.0
Almagro,-34.6087573,-58.4298324,63.0,63.0,3.0,99500.0
Barrio Norte,-34.5936432,-58.4034955,74.0,69.0,3.0,170000.0
Barrio Norte,-34.59793,-58.3882455,62.0,62.0,1.0,165000.0
Villa Crespo,-34.6047969,-58.454126,39.0,35.0,2.0,81500.0
Belgrano,-34.5600393,-58.4667932,36.0,36.0,,120000.0
Las Cañitas,,,38.0,45.0,,105000.0
Belgrano,-34.563779,-58.450937,66.0,57.0,3.0,210000.0
Villa Lugano,-34.6848640466,-58.4611011534,60.0,56.0,3.0,60000.0
Barrio Norte,-34.5963548,-58.4091008,95.0,65.0,3.0,260000.0
Villa Crespo,-34.597605,-58.444272,47.0,42.0,,100000.0
Nuñez,-34.5542681,-58.4576474,48.0,41.0,2.0,154000.0
Congreso,-34.6036844,-58.3815591,82.0,72.0,3.0,162000.0
Parque Centenario,-34.6087654,-58.4390479,66.0,54.0,3.0,135000.0
Belgrano,-34.5711133,-58.4424797,146.0,136.0,4.0,358000.0
Villa del Parque,-34.6053211,-58.4740494,36.0,36.0,2.0,79500.0
Belgrano,-34.5591487,-58.4562072,109.0,96.0,4.0,248000.0
Belgrano,-34.561772,-58.44908,129.0,124.0,4.0,364000.0
Parque Centenario,-34.6076122891,-58.4401524326,37.0,34.0,,40842.9
Villa Devoto,-34.6139909,-58.5251083,103.0,58.0,3.0,180000.0
Palermo,-34.5835498,-58.427017,43.0,40.0,,120000.0
Saavedra,-34.5545189,-58.4854197,63.0,52.0,2.0,114500.0
Boca,-34.6332853,-58.3620255,148.0,75.0,4.0,165000.0
Belgrano,-34.5642911,-58.4562083,81.0,76.0,,168000.0
Floresta,-34.6344407,-58.4747469,90.0,79.0,3.0,149000.0
Belgrano,-34.562268225,-58.4542602804,130.0,130.0,4.0,275000.0
Congreso,-34.6120144,-58.398354,53.0,50.0,3.0,110000.0
Palermo,-34.5768402,-58.4221209,98.0,79.0,3.0,290000.0
Palermo,-34.5670248452,-58.4329249112,120.0,116.0,,390000.0
Villa Luro,-34.6276019,-58.5043329,63.0,54.0,3.0,120000.0
San Nicolás,-34.6056143905,-58.3916627816,222.0,222.0,6.0,375000.0
Villa Crespo,-34.598701,-58.429799,70.0,64.0,3.0,168000.0
Saavedra,-34.5475074,-58.4842066,86.0,70.0,3.0,180000.0
Almagro,-34.604141,-58.4102441,78.0,78.0,,140000.0
San Telmo,-34.6197436,-58.382977,130.0,130.0,,269000.0
Monte Castro,-34.6152061,-58.4983692,41.0,38.0,,75000.0
Recoleta,-34.5911669,-58.3984045,100.0,82.0,3.0,250000.0
Almagro,-34.613167,-58.414597,53.0,50.0,,135000.0
Barracas,-34.634099,-58.375622,42.0,42.0,2.0,93000.0
Congreso,-34.6110095,-58.4006314,100.0,91.0,4.0,117000.0
San Telmo,-34.613579,-58.3720875,56.0,56.0,3.0,89000.0
Las Cañitas,-34.5696558,-58.4329632,57.0,50.0,2.0,290000.0
Balvanera,-34.6021965,-58.3976573,86.0,86.0,,138000.0
San Telmo,,,54.0,49.0,2.0,116996.0
Almagro,-34.6086216494,-58.4194307376,78.0,78.0,4.0,140000.0
Almagro,-34.6022466,-58.4301607,106.0,100.0,5.0,260000.0
Villa Devoto,-34.5994116372,-58.4851988587,53.0,37.0,,119000.0
Villa del Parque,-34.6082575,-58.4852234,50.0,46.0,2.0,137000.0
Villa Crespo,-34.6010624,-58.4376694,80.0,72.0,3.0,158000.0
Caballito,-34.616703,-58.4570045,37.0,34.0,1.0,89500.0
Retiro,-34.5957503,-58.3814548,41.0,39.0,2.0,105000.0
Caballito,-34.6132205,-58.4412194,59.0,55.0,2.0,206675.0
Nuñez,-34.5497167,-58.4773479,128.0,114.0,4.0,378000.0
Boca,-34.6353314,-58.3607084,63.0,58.0,3.0,89000.0
Almagro,-34.6116276934,-58.4155312677,53.0,52.0,,117000.0
Nuñez,-34.5507282,-58.465326,121.0,73.0,3.0,225000.0
Palermo,-34.589376,-58.419041,42.0,39.0,2.0,110000.0
Balvanera,-34.6145577,-58.4038018,64.0,43.0,,110000.0
Barrio Norte,-34.5865453,-58.4105558,59.0,51.0,2.0,166000.0
Belgrano,-34.563251,-58.461207,62.0,58.0,3.0,158000.0
Saavedra,-34.5513172382,-58.4893517227,80.0,75.0,,140000.0
Palermo,-34.5907002936,-58.4193201484,37.0,35.0,1.0,80000.0
Palermo,,,54.0,47.0,2.0,125000.0
Recoleta,-34.5971477,-58.3889847,120.0,110.0,4.0,320000.0
Once,-34.60357429,-58.4075603452,46.0,46.0,,84500.0
Barrio Norte,-34.5957697,-58.3997941,108.0,105.0,4.0,285000.0
Boedo,-34.6200259,-58.4092105,54.0,37.0,,64940.87
Almagro,-34.6087781,-58.4309507,49.0,44.0,,113000.0
Recoleta,-34.5952199443,-58.3904300809,57.0,52.0,,48537.94
Belgrano,-34.5648243,-58.4390592,45.0,42.0,2.0,165000.0
Caballito,-34.6057838,-58.459192,36.0,36.0,3.0,73000.0
Balvanera,-34.602826,-58.3682693,48.0,48.0,,89900.0
Boca,-34.6354230552,-58.3642364336,69.0,43.0,3.0,155000.0
Villa Urquiza,-34.5681247,-58.4779329,70.0,35.0,2.0,135000.0
Caballito,-34.607026,-58.442438,117.0,105.0,4.0,340000.0
Caballito,-34.6073276,-58.4572415,184.0,106.0,4.0,159500.0
San Nicolás,-34.6030578,-58.3915939,47.0,47.0,2.0,85000.0
Recoleta,-34.5888921828,-58.4075992892,96.0,93.0,,210000.0
Almagro,-34.6008099,-58.4109401,46.0,38.0,,84313.0
Palermo,-34.5841775,-58.4191918,111.0,91.0,3.0,295000.0
Barrio Norte,-34.5864460547,-58.4042301108,40.0,40.0,2.0,98000.0
Caballito,-34.6274263,-58.4470042,185.0,156.0,,400000.0
Saavedra,-34.5531195,-58.4826443,128.0,120.0,4.0,198000.0
Mataderos,-34.6582271,-58.5109507,49.0,43.0,,90600.0
Balvanera,-34.6161132,-58.4110941,38.0,38.0,,86200.0
Balvanera,-34.6073418,-58.3907693,75.0,75.0,3.0,133000.0
Recoleta,-34.5895459,-58.3973636,91.0,89.0,,250000.0
Barrio Norte,-34.5949497,-58.4054197,135.0,127.0,5.0,245000.0
San Telmo,-34.6244301,-58.3741828,59.0,46.0,2.0,108962.0
Villa Crespo,-34.602215,-58.436474,57.0,54.0,2.0,145000.0
Villa Luro,-34.6433814,-58.503667,77.0,77.0,,172000.0
Congreso,-34.6071483846,-58.3950737908,90.0,90.0,,130000.0
Recoleta,-34.5951698271,-58.3900615127,41.0,37.0,1.0,205000.0
Barrio Norte,-34.5985537,-58.3973457,85.0,82.0,,233000.0
San Nicolás,-34.6830375,-58.3960241,37.0,37.0,2.0,72500.0
Tribunales,,,40.0,40.0,2.0,75000.0
Nuñez,-34.5393347,-58.4660263,100.0,100.0,5.0,220000.0
Villa General Mitre,-34.60613,-58.4741353,57.0,52.0,3.0,120000.0
Boca,-34.633471,-58.361686,67.0,67.0,3.0,105000.0
Villa Pueyrredón,-34.5746086,-58.5013599,77.0,73.0,3.0,144000.0
Saavedra,-34.5571834,-58.4808592,102.0,92.0,,213850.0
Belgrano,-34.5536629526,-58.4555330697,55.0,52.0,3.0,150000.0
Almagro,-34.6178424,-58.414139,41.0,41.0,2.0,67500.0
Barrio Norte,-34.5894171,-58.4018627,105.0,90.0,4.0,285000.0
Belgrano,-34.5590314,-58.456366,37.0,37.0,2.0,85000.0
Palermo,-34.5834561,-58.4280968,50.0,50.0,2.0,220000.0
Palermo,-34.5776851,-58.4243307,56.0,52.0,2.0,267000.0
Nuñez,-34.5405219193,-58.4675968952,75.0,69.0,,179000.0
Villa Crespo,-34.601977,-58.432479,97.0,94.0,3.0,175000.0
Villa Urquiza,-34.566256,-58.482418,42.0,35.0,1.0,115000.0
Once,-34.6087587,-58.4044547,98.0,98.0,,155000.0
Belgrano,-34.5638912,-58.4454157,92.0,76.0,3.0,365000.0
Palermo,,,41.0,35.0,1.0,135000.0
Belgrano,-34.5695455,-58.4456778,120.0,115.0,,198000.0
Belgrano,-34.5590677,-58.4444804,50.0,50.0,3.0,115000.0
Balvanera,-34.5981176,-58.4075426,260.0,98.0,,400000.0
Belgrano,-34.5683309,-58.4425799,113.0,103.0,3.0,318000.0
Caballito,-34.609052,-58.4400304,100.0,90.0,5.0,180000.0
Once,-34.6371322,-58.4055961,55.0,55.0,,85000.0
Caballito,-34.6209278,-58.4458736,77.0,59.0,3.0,144196.0
